PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,,Survived
284,yes,Third,"Dorking, Mr. Edward Arthur",male,19,0,0,A/5. 10482,8.05,,S,,1
285,no,First,"Smith, Mr. Richard William",male,,0,0,113056,26,A19,S,,0
286,no,Third,"Stankovic, Mr. Ivan",male,33,0,0,349239,8.6625,,C,,0
287,yes,Third,"de Mulder, Mr. Theodore",male,30,0,0,345774,9.5,,S,,1
288,no,Third,"Naidenoff, Mr. Penko",male,22,0,0,349206,7.8958,,S,,0
289,yes,Second,"Hosono, Mr. Masabumi",male,42,0,0,237798,13,,S,,1
290,yes,Third,"Connolly, Miss. Kate",female,22,0,0,370373,7.75,,Q,,1
291,yes,First,"Barber, Miss. Ellen ""Nellie""",female,26,0,0,19877,78.85,,S,,1
292,yes,First,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19,1,0,11967,91.0792,B49,C,,1
293,no,Second,"Levy, Mr. Rene Jacques",male,36,0,0,SC/Paris 2163,12.875,D,C,,0
294,no,Third,"Haas, Miss. Aloisia",female,24,0,0,349236,8.85,,S,,0
295,no,Third,"Mineff, Mr. Ivan",male,24,0,0,349233,7.8958,,S,,0
296,no,First,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,,0
297,no,Third,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,,0
298,no,First,"Allison, Miss. Helen Loraine",female,2,1,2,113781,151.55,C22 C26,S,,0
299,yes,First,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S,,1
300,yes,First,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50,0,1,PC 17558,247.5208,B58 B60,C,,1
301,yes,Third,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Q,,1
302,yes,Third,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Q,,1
303,no,Third,"Johnson, Mr. William Cahoone Jr",male,19,0,0,LINE,0,,S,,0
304,yes,Second,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q,,1
305,no,Third,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,S,,0
306,yes,First,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,,1
307,yes,First,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C,,1
308,yes,First,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17,1,0,PC 17758,108.9,C65,C,,1
309,no,Second,"Abelson, Mr. Samuel",male,30,1,0,P/PP 3381,24,,C,,0
310,yes,First,"Francatelli, Miss. Laura Mabel",female,30,0,0,PC 17485,56.9292,E36,C,,1
311,yes,First,"Hays, Miss. Margaret Bechstein",female,24,0,0,11767,83.1583,C54,C,,1
312,yes,First,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,,1
313,no,Second,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,1,250651,26,,S,,0
314,no,Third,"Hendekovic, Mr. Ignjac",male,28,0,0,349243,7.8958,,S,,0
315,no,Second,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,,S,,0
316,yes,Third,"Nilsson, Miss. Helmina Josefina",female,26,0,0,347470,7.8542,,S,,1
317,yes,Second,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,244367,26,,S,,1
318,no,Second,"Moraweck, Dr. Ernest",male,54,0,0,29011,14,,S,,0
319,yes,First,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,S,,1
320,yes,First,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,1,16966,134.5,E34,C,,1
321,no,Third,"Dennis, Mr. Samuel",male,22,0,0,A/5 21172,7.25,,S,,0
322,no,Third,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,,S,,0
323,yes,Second,"Slayter, Miss. Hilda Mary",female,30,0,0,234818,12.35,,Q,,1
324,yes,Second,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29,,S,,1
325,no,Third,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,S,,0
326,yes,First,"Young, Miss. Marie Grice",female,36,0,0,PC 17760,135.6333,C32,C,,1
327,no,Third,"Nysveen, Mr. Johan Hansen",male,61,0,0,345364,6.2375,,S,,0
328,yes,Second,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13,D,S,,1
329,yes,Third,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,363291,20.525,,S,,1
330,yes,First,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,B18,C,,1
331,yes,Third,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q,,1
332,no,First,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,,0
333,no,First,"Graham, Mr. George Edward",male,38,0,1,PC 17582,153.4625,C91,S,,0
334,no,Third,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,345764,18,,S,,0
335,yes,First,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,,1
336,no,Third,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,,0
337,no,First,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,C2,S,,0
338,yes,First,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,134.5,E40,C,,1
339,yes,Third,"Dahl, Mr. Karl Edwart",male,45,0,0,7598,8.05,,S,,1
340,no,First,"Blackwell, Mr. Stephen Weart",male,45,0,0,113784,35.5,T,S,,0
341,yes,Second,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26,F2,S,,1
342,yes,First,"Fortune, Miss. Alice Elizabeth",female,24,3,2,19950,263,C23 C25 C27,S,,1
343,no,Second,"Collander, Mr. Erik Gustaf",male,28,0,0,248740,13,,S,,0
344,no,Second,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,13,,S,,0
345,no,Second,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,13,,S,,0
346,yes,Second,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,248733,13,F33,S,,1
347,yes,Second,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,,S,,1
348,yes,Third,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,,1
349,yes,Third,"Coutts, Master. William Loch ""William""",male,3,1,1,C.A. 37671,15.9,,S,,1
350,no,Third,"Dimic, Mr. Jovan",male,42,0,0,315088,8.6625,,S,,0
351,no,Third,"Odahl, Mr. Nils Martin",male,23,0,0,7267,9.225,,S,,0
352,no,First,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35,C128,S,,0
353,no,Third,"Elias, Mr. Tannous",male,15,1,1,2695,7.2292,,C,,0
354,no,Third,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,,S,,0
355,no,Third,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C,,0
356,no,Third,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,,S,,0
357,yes,First,"Bowerman, Miss. Elsie Edith",female,22,0,1,113505,55,E33,S,,1
358,no,Second,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13,,S,,0
359,yes,Third,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q,,1
360,yes,Third,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Q,,1
361,no,Third,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,,S,,0
362,no,Second,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,,C,,0
363,no,Third,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,14.4542,,C,,0
364,no,Third,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,,S,,0
365,no,Third,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,,0
366,no,Third,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,,S,,0
367,yes,First,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,D37,C,,1
368,yes,Third,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,,1
369,yes,Third,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,,1
370,yes,First,"Aubart, Mme. Leontine Pauline",female,24,0,0,PC 17477,69.3,B35,C,,1
371,yes,First,"Harder, Mr. George Achilles",male,25,1,0,11765,55.4417,E50,C,,1
372,no,Third,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,,S,,0
373,no,Third,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,,S,,0
374,no,First,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,135.6333,,C,,0
375,no,Third,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,,S,,0
376,yes,First,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,C,,1
377,yes,Third,"Landergren, Miss. Aurora Adelia",female,22,0,0,C 7077,7.25,,S,,1
378,no,First,"Widener, Mr. Harry Elkins",male,27,0,2,113503,211.5,C82,C,,0
379,no,Third,"Betros, Mr. Tannous",male,20,0,0,2648,4.0125,,C,,0
380,no,Third,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,,S,,0
381,yes,First,"Bidois, Miss. Rosalie",female,42,0,0,PC 17757,227.525,,C,,1
382,yes,Third,"Nakid, Miss. Maria (""Mary"")",female,1,0,2,2653,15.7417,,C,,1
383,no,Third,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,7.925,,S,,0
384,yes,First,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,52,,S,,1
385,no,Third,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S,,0
386,no,Second,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,,S,,0
387,no,Third,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,46.9,,S,,0
388,yes,Second,"Buss, Miss. Kate",female,36,0,0,27849,13,,S,,1
389,no,Third,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,,0
390,yes,Second,"Lehmann, Miss. Bertha",female,17,0,0,SC 1748,12,,C,,1
391,yes,First,"Carter, Mr. William Ernest",male,36,1,2,113760,120,B96 B98,S,,1
392,yes,Third,"Jansson, Mr. Carl Olof",male,21,0,0,350034,7.7958,,S,,1
393,no,Third,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,7.925,,S,,0
394,yes,First,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,D36,C,,1
395,yes,Third,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,PP 9549,16.7,G6,S,,1
396,no,Third,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,,S,,0
397,no,Third,"Olsson, Miss. Elina",female,31,0,0,350407,7.8542,,S,,0
398,no,Second,"McKane, Mr. Peter David",male,46,0,0,28403,26,,S,,0
399,no,Second,"Pain, Dr. Alfred",male,23,0,0,244278,10.5,,S,,0
400,yes,Second,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,12.65,,S,,1
401,yes,Third,"Niskanen, Mr. Juha",male,39,0,0,STON/O 2. 3101289,7.925,,S,,1
402,no,Third,"Adams, Mr. John",male,26,0,0,341826,8.05,,S,,0
403,no,Third,"Jussila, Miss. Mari Aina",female,21,1,0,4137,9.825,,S,,0
404,no,Third,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,15.85,,S,,0
405,no,Third,"Oreskovic, Miss. Marija",female,20,0,0,315096,8.6625,,S,,0
406,no,Second,"Gale, Mr. Shadrach",male,34,1,0,28664,21,,S,,0
407,no,Third,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,,S,,0
408,yes,Second,"Richards, Master. William Rowe",male,3,1,1,29106,18.75,,S,,1
409,no,Third,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,,S,,0
410,no,Third,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,,0
411,no,Third,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,,0
412,no,Third,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q,,0
413,yes,First,"Minahan, Miss. Daisy E",female,33,1,0,19928,90,C78,Q,,1
414,no,Second,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0,,S,,0
415,yes,Third,"Sundman, Mr. Johan Julian",male,44,0,0,STON/O 2. 3101269,7.925,,S,,1
416,no,Third,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S,,0
417,yes,Second,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,,S,,1
418,yes,Second,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,,S,,1
419,no,Second,"Matthews, Mr. William John",male,30,0,0,28228,13,,S,,0
420,no,Third,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,,S,,0
421,no,Third,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C,,0
422,no,Third,"Charters, Mr. David",male,21,0,0,A/5. 13032,7.7333,,Q,,0
423,no,Third,"Zimmerman, Mr. Leo",male,29,0,0,315082,7.875,,S,,0
424,no,Third,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,,S,,0
425,no,Third,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,20.2125,,S,,0
426,no,Third,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S,,0
427,yes,Second,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,26,,S,,1
428,yes,Second,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,26,,S,,1
429,no,Third,"Flynn, Mr. James",male,,0,0,364851,7.75,,Q,,0
430,yes,Third,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,,1
431,yes,First,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,26.55,C52,S,,1
432,yes,Third,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,S,,1
433,yes,Second,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,SC/AH 3085,26,,S,,1
434,no,Third,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,7.125,,S,,0
435,no,First,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,E44,S,,0
436,yes,First,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120,B96 B98,S,,1
437,no,Third,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,34.375,,S,,0
438,yes,Second,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,,S,,1
439,no,First,"Fortune, Mr. Mark",male,64,1,4,19950,263,C23 C25 C27,S,,0
440,no,Second,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,10.5,,S,,0
441,yes,Second,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,F.C.C. 13529,26.25,,S,,1
442,no,Third,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,,S,,0
443,no,Third,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,,S,,0
444,yes,Second,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,13,,S,,1
445,yes,Third,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,S,,1
446,yes,First,"Dodge, Master. Washington",male,4,0,2,33638,81.8583,A34,S,,1
447,yes,Second,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,19.5,,S,,1
448,yes,First,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,,S,,1
449,yes,Third,"Baclini, Miss. Marie Catherine",female,5,2,1,2666,19.2583,,C,,1
450,yes,First,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,S,,1
451,no,Second,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,,S,,0
452,no,Third,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,,0
453,no,First,"Foreman, Mr. Benjamin Laventall",male,30,0,0,113051,27.75,C111,C,,0
454,yes,First,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,89.1042,C92,C,,1
455,no,Third,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S,,0
456,yes,Third,"Jalsevac, Mr. Ivan",male,29,0,0,349240,7.8958,,C,,1
457,no,First,"Millet, Mr. Francis Davis",male,65,0,0,13509,26.55,E38,S,,0
458,yes,First,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S,,1
459,yes,Second,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,10.5,,S,,1
460,no,Third,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q,,0
461,yes,First,"Anderson, Mr. Harry",male,48,0,0,19952,26.55,E12,S,,1
462,no,Third,"Morley, Mr. William",male,34,0,0,364506,8.05,,S,,0
463,no,First,"Gee, Mr. Arthur H",male,47,0,0,111320,38.5,E63,S,,0
464,no,Second,"Milling, Mr. Jacob Christian",male,48,0,0,234360,13,,S,,0
465,no,Third,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,,0
466,no,Third,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,SOTON/O.Q. 3101306,7.05,,S,,0
467,no,Second,"Campbell, Mr. William",male,,0,0,239853,0,,S,,0
468,no,First,"Smart, Mr. John Montgomery",male,56,0,0,113792,26.55,,S,,0
469,no,Third,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Q,,0
470,yes,Third,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,,C,,1
471,no,Third,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S,,0
472,no,Third,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,,S,,0
473,yes,Second,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,27.75,,S,,1
474,yes,Second,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,13.7917,D,C,,1
475,no,Third,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,9.8375,,S,,0
476,no,First,"Clifford, Mr. George Quincy",male,,0,0,110465,52,A14,S,,0
477,no,Second,"Renouf, Mr. Peter Henry",male,34,1,0,31027,21,,S,,0
478,no,Third,"Braund, Mr. Lewis Richard",male,29,1,0,3460,7.0458,,S,,0
479,no,Third,"Karlsson, Mr. Nils August",male,22,0,0,350060,7.5208,,S,,0
480,yes,Third,"Hirvonen, Miss. Hildur E",female,2,0,1,3101298,12.2875,,S,,1
481,no,Third,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,46.9,,S,,0
482,no,Second,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0,,S,,0
483,no,Third,"Rouse, Mr. Richard Henry",male,50,0,0,A/5 3594,8.05,,S,,0
484,yes,Third,"Turkula, Mrs. (Hedwig)",female,63,0,0,4134,9.5875,,S,,1
485,yes,First,"Bishop, Mr. Dickinson H",male,25,1,0,11967,91.0792,B49,C,,1
486,no,Third,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S,,0
487,yes,First,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,90,C93,S,,1
488,no,First,"Kent, Mr. Edward Austin",male,58,0,0,11771,29.7,B37,C,,0
489,no,Third,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,8.05,,S,,0
490,yes,Third,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,1,C.A. 37671,15.9,,S,,1
491,no,Third,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,S,,0
492,no,Third,"Windelov, Mr. Einar",male,21,0,0,SOTON/OQ 3101317,7.25,,S,,0
493,no,First,"Molson, Mr. Harry Markland",male,55,0,0,113787,30.5,C30,S,,0
494,no,First,"Artagaveytia, Mr. Ramon",male,71,0,0,PC 17609,49.5042,,C,,0
495,no,Third,"Stanley, Mr. Edward Roland",male,21,0,0,A/4 45380,8.05,,S,,0
496,no,Third,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,,C,,0
497,yes,First,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,36947,78.2667,D20,C,,1
498,no,Third,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,,S,,0
499,no,First,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,113781,151.55,C22 C26,S,,0
500,no,Third,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,,S,,0
501,no,Third,"Calic, Mr. Petar",male,17,0,0,315086,8.6625,,S,,0
502,no,Third,"Canavan, Miss. Mary",female,21,0,0,364846,7.75,,Q,,0
503,no,Third,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,7.6292,,Q,,0
504,no,Third,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,9.5875,,S,,0
505,yes,First,"Maioni, Miss. Roberta",female,16,0,0,110152,86.5,B79,S,,1
506,no,First,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,108.9,C65,C,,0
507,yes,Second,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26,,S,,1
508,yes,First,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,26.55,,S,,1
509,no,Third,"Olsen, Mr. Henry Margido",male,28,0,0,C 4001,22.525,,S,,0
510,yes,Third,"Lang, Mr. Fang",male,26,0,0,1601,56.4958,,S,,1
511,yes,Third,"Daly, Mr. Eugene Patrick",male,29,0,0,382651,7.75,,Q,,1
512,no,Third,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,S,,0
513,yes,First,"McGough, Mr. James Robert",male,36,0,0,PC 17473,26.2875,E25,S,,1
514,yes,First,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,PC 17603,59.4,,C,,1
515,no,Third,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,,S,,0
516,no,First,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,D46,S,,0
517,yes,Second,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,10.5,F33,S,,1
518,no,Third,"Ryan, Mr. Patrick",male,,0,0,371110,24.15,,Q,,0
519,yes,Second,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,226875,26,,S,,1
520,no,Third,"Pavlovic, Mr. Stefo",male,32,0,0,349242,7.8958,,S,,0
521,yes,First,"Perreault, Miss. Anne",female,30,0,0,12749,93.5,B73,S,,1
522,no,Third,"Vovk, Mr. Janko",male,22,0,0,349252,7.8958,,S,,0
523,no,Third,"Lahoud, Mr. Sarkis",male,,0,0,2624,7.225,,C,,0
524,yes,First,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,111361,57.9792,B18,C,,1
525,no,Third,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,C,,0
526,no,Third,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q,,0
527,yes,Second,"Ridsdale, Miss. Lucy",female,50,0,0,W./C. 14258,10.5,,S,,1
528,no,First,"Farthing, Mr. John",male,,0,0,PC 17483,221.7792,C95,S,,0
529,no,Third,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,7.925,,S,,0
530,no,Second,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,,S,,0
531,yes,Second,"Quick, Miss. Phyllis May",female,2,1,1,26360,26,,S,,1
532,no,Third,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C,,0
533,no,Third,"Elias, Mr. Joseph Jr",male,17,1,1,2690,7.2292,,C,,0
534,yes,Third,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,C,,1
535,no,Third,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,,S,,0
536,yes,Second,"Hart, Miss. Eva Miriam",female,7,0,2,F.C.C. 13529,26.25,,S,,1
537,no,First,"Butt, Major. Archibald Willingham",male,45,0,0,113050,26.55,B38,S,,0
538,yes,First,"LeRoy, Miss. Bertha",female,30,0,0,PC 17761,106.425,,C,,1
539,no,Third,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,S,,0
540,yes,First,"Frolicher, Miss. Hedwig Margaritha",female,22,0,2,13568,49.5,B39,C,,1
541,yes,First,"Crosby, Miss. Harriet R",female,36,0,2,WE/P 5735,71,B22,S,,1
542,no,Third,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,,S,,0
543,no,Third,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,31.275,,S,,0
544,yes,Second,"Beane, Mr. Edward",male,32,1,0,2908,26,,S,,1
545,no,First,"Douglas, Mr. Walter Donald",male,50,1,0,PC 17761,106.425,C86,C,,0
546,no,First,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,26,,S,,0
547,yes,Second,"Beane, Mrs. Edward (Ethel Clarke)",female,19,1,0,2908,26,,S,,1
548,yes,Second,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,13.8625,,C,,1
549,no,Third,"Goldsmith, Mr. Frank John",male,33,1,1,363291,20.525,,S,,0
550,yes,Second,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,36.75,,S,,1
551,yes,First,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,110.8833,C70,C,,1
552,no,Second,"Sharp, Mr. Percival James R",male,27,0,0,244358,26,,S,,0
553,no,Third,"O'Brien, Mr. Timothy",male,,0,0,330979,7.8292,,Q,,0
554,yes,Third,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,2620,7.225,,C,,1
555,yes,Third,"Ohman, Miss. Velin",female,22,0,0,347085,7.775,,S,,1
556,no,First,"Wright, Mr. George",male,62,0,0,113807,26.55,,S,,0
557,yes,First,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,39.6,A16,C,,1
558,no,First,"Robbins, Mr. Victor",male,,0,0,PC 17757,227.525,,C,,0
559,yes,First,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,E67,S,,1
560,yes,Third,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,,S,,1
561,no,Third,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,,Q,,0
562,no,Third,"Sivic, Mr. Husein",male,40,0,0,349251,7.8958,,S,,0
563,no,Second,"Norman, Mr. Robert Douglas",male,28,0,0,218629,13.5,,S,,0
564,no,Third,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,S,,0
565,no,Third,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,S,,0
566,no,Third,"Davies, Mr. Alfred J",male,24,2,0,A/4 48871,24.15,,S,,0
567,no,Third,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,7.8958,,S,,0
568,no,Third,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,349909,21.075,,S,,0
